Support Item Number,Support Item Name,Registration Group Number,Registration Group Name,Support Category Number,Support Category Name,Unit,Quote,Start date,End Date,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Remote,Very Remote,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations.,NDIA Requested Reports,Irregular SIL Supports,Type
04_146_0104_6_1,Group Activities In The Community - 1:4 - High Intensity - Weekday Daytime,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$24.09,$24.09,$24.09,$24.09,$24.09,$24.09,$24.09,$24.09,$33.73,$36.14,N,Y,Y,N,N,Price Limited Supports
04_146_0104_6_1_T,Group Activities In The Community - 1:4 - High Intensity - Weekday Daytime - TTP,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$24.42,$24.42,$24.42,$24.42,$24.42,$24.42,$24.42,$24.42,$34.19,$36.63,N,Y,Y,N,N,Price Limited Supports
04_147_0104_6_1,Group Activities In The Community - 1:4 - High Intensity - Weekday Evening,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$26.54,$26.54,$26.54,$26.54,$26.54,$26.54,$26.54,$26.54,$37.16,$39.81,N,Y,Y,N,N,Price Limited Supports
04_147_0104_6_1_T,Group Activities In The Community - 1:4 - High Intensity - Weekday Evening - TTP,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$26.91,$26.91,$26.91,$26.91,$26.91,$26.91,$26.91,$26.91,$37.67,$40.37,N,Y,Y,N,N,Price Limited Supports
04_148_0104_6_1,Group Activities In The Community - 1:4 - High Intensity - Saturday,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$33.89,$33.89,$33.89,$33.89,$33.89,$33.89,$33.89,$33.89,$47.45,$50.84,N,Y,Y,N,N,Price Limited Supports
04_148_0104_6_1_T,Group Activities In The Community - 1:4 - High Intensity - Saturday - TTP,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$34.36,$34.36,$34.36,$34.36,$34.36,$34.36,$34.36,$34.36,$48.10,$51.54,N,Y,Y,N,N,Price Limited Supports
04_149_0104_6_1,Group Activities In The Community - 1:4 - High Intensity - Sunday,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$43.70,$43.70,$43.70,$43.70,$43.70,$43.70,$43.70,$43.70,$61.18,$65.55,N,Y,Y,N,N,Price Limited Supports
04_149_0104_6_1_T,Group Activities In The Community - 1:4 - High Intensity - Sunday - TTP,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$44.31,$44.31,$44.31,$44.31,$44.31,$44.31,$44.31,$44.31,$62.03,$66.47,N,Y,Y,N,N,Price Limited Supports
04_150_0104_6_1,Group Activities In The Community - 1:4 - High Intensity - Public Holiday,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$53.51,$53.51,$53.51,$53.51,$53.51,$53.51,$53.51,$53.51,$74.91,$80.27,N,Y,Y,N,N,Price Limited Supports
04_150_0104_6_1_T,Group Activities In The Community - 1:4 - High Intensity - Public Holiday - TTP,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$54.25,$54.25,$54.25,$54.25,$54.25,$54.25,$54.25,$54.25,$75.95,$81.38,N,Y,Y,N,N,Price Limited Supports
04_151_0104_6_1,Group Activities In The Community - 1:5 - High Intensity - Weekday Daytime,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$20.97,$20.97,$20.97,$20.97,$20.97,$20.97,$20.97,$20.97,$29.36,$31.46,N,Y,Y,N,N,Price Limited Supports
04_151_0104_6_1_T,Group Activities In The Community - 1:5 - High Intensity - Weekday Daytime - TTP,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$21.26,$21.26,$21.26,$21.26,$21.26,$21.26,$21.26,$21.26,$29.76,$31.89,N,Y,Y,N,N,Price Limited Supports
04_152_0104_6_1,Group Activities In The Community - 1:5 - High Intensity - Weekday Evening,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$23.11,$23.11,$23.11,$23.11,$23.11,$23.11,$23.11,$23.11,$32.35,$34.67,N,Y,Y,N,N,Price Limited Supports
04_152_0104_6_1_T,Group Activities In The Community - 1:5 - High Intensity - Weekday Evening-TTP,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$23.43,$23.43,$23.43,$23.43,$23.43,$23.43,$23.43,$23.43,$32.80,$35.15,N,Y,Y,N,N,Price Limited Supports
04_153_0104_6_1,Group Activities In The Community - 1:5 - High Intensity - Saturday,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$29.51,$29.51,$29.51,$29.51,$29.51,$29.51,$29.51,$29.51,$41.31,$44.27,N,Y,Y,N,N,Price Limited Supports
04_153_0104_6_1_T,Group Activities In The Community - 1:5 - High Intensity - Saturday - TTP,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$29.92,$29.92,$29.92,$29.92,$29.92,$29.92,$29.92,$29.92,$41.89,$44.88,N,Y,Y,N,N,Price Limited Supports
04_154_0104_6_1,Group Activities In The Community - 1:5 - High Intensity - Sunday,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$38.05,$38.05,$38.05,$38.05,$38.05,$38.05,$38.05,$38.05,$53.27,$57.08,N,Y,Y,N,N,Price Limited Supports
04_154_0104_6_1_T,Group Activities In The Community - 1:5 - High Intensity - Sunday - TTP,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$38.57,$38.57,$38.57,$38.57,$38.57,$38.57,$38.57,$38.57,$54.00,$57.86,N,Y,Y,N,N,Price Limited Supports
04_155_0104_6_1,Group Activities In The Community - 1:5 - High Intensity - Public Holiday,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$46.59,$46.59,$46.59,$46.59,$46.59,$46.59,$46.59,$46.59,$65.23,$69.89,N,Y,Y,N,N,Price Limited Supports
04_155_0104_6_1_T,Group Activities In The Community - 1:5 - High Intensity - Public Holiday - TTP,0104,High Intensity Daily Personal Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$47.23,$47.23,$47.23,$47.23,$47.23,$47.23,$47.23,$47.23,$66.12,$70.85,N,Y,Y,N,N,Price Limited Supports
04_160_0136_6_1,Group Activities In A Centre - 1:1 - Standard - Weekday Daytime,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$67.91,$67.91,$67.91,$67.91,$67.91,$67.91,$67.91,$67.91,$95.07,$101.87,N,Y,Y,N,N,Price Limited Supports
04_160_0136_6_1_T,Group Activities In A Centre - 1:1 - Standard - Weekday Daytime - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$68.89,$68.89,$68.89,$68.89,$68.89,$68.89,$68.89,$68.89,$96.45,$103.34,N,Y,Y,N,N,Price Limited Supports
04_161_0136_6_1,Group Activities In A Centre - 1:1 - Standard - Weekday Evening,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$74.57,$74.57,$74.57,$74.57,$74.57,$74.57,$74.57,$74.57,$104.40,$111.86,N,Y,Y,N,N,Price Limited Supports
04_161_0136_6_1_T,Group Activities In A Centre - 1:1 - Standard - Weekday Evening - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$75.65,$75.65,$75.65,$75.65,$75.65,$75.65,$75.65,$75.65,$105.91,$113.48,N,Y,Y,N,N,Price Limited Supports
04_162_0136_6_1,Group Activities In A Centre - 1:1 - Standard - Saturday,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$94.56,$94.56,$94.56,$94.56,$94.56,$94.56,$94.56,$94.56,$132.38,$141.84,N,Y,Y,N,N,Price Limited Supports
04_162_0136_6_1_T,Group Activities In A Centre - 1:1 - Standard - Saturday - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$95.94,$95.94,$95.94,$95.94,$95.94,$95.94,$95.94,$95.94,$134.32,$143.91,N,Y,Y,N,N,Price Limited Supports
04_163_0136_6_1,Group Activities In A Centre - 1:1 - Standard - Sunday,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$121.22,$121.22,$121.22,$121.22,$121.22,$121.22,$121.22,$121.22,$169.71,$181.83,N,Y,Y,N,N,Price Limited Supports
04_163_0136_6_1_T,Group Activities In A Centre - 1:1 - Standard - Sunday - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$123.00,$123.00,$123.00,$123.00,$123.00,$123.00,$123.00,$123.00,$172.20,$184.50,N,Y,Y,N,N,Price Limited Supports
04_164_0136_6_1,Group Activities In A Centre - 1:1 - Standard - Public Holiday,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$147.88,$147.88,$147.88,$147.88,$147.88,$147.88,$147.88,$147.88,$207.03,$221.82,N,Y,Y,N,N,Price Limited Supports
04_164_0136_6_1_T,Group Activities In A Centre - 1:1 - Standard - Public Holiday - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$150.06,$150.06,$150.06,$150.06,$150.06,$150.06,$150.06,$150.06,$210.08,$225.09,N,Y,Y,N,N,Price Limited Supports
04_165_0136_6_1,Group Activities In A Centre - 1:2 - Standard - Weekday Daytime,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$39.10,$39.10,$39.10,$39.10,$39.10,$39.10,$39.10,$39.10,$54.74,$58.65,N,Y,Y,N,N,Price Limited Supports
04_165_0136_6_1_T,Group Activities In A Centre - 1:2 - Standard - Weekday Daytime - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$39.65,$39.65,$39.65,$39.65,$39.65,$39.65,$39.65,$39.65,$55.51,$59.48,N,Y,Y,N,N,Price Limited Supports
04_166_0136_6_1,Group Activities In A Centre - 1:2 - Standard - Weekday Evening,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$42.83,$42.83,$42.83,$42.83,$42.83,$42.83,$42.83,$42.83,$59.96,$64.25,N,Y,Y,N,N,Price Limited Supports
04_166_0136_6_1_T,Group Activities In A Centre - 1:2 - Standard - Weekday Evening - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$43.44,$43.44,$43.44,$43.44,$43.44,$43.44,$43.44,$43.44,$60.82,$65.16,N,Y,Y,N,N,Price Limited Supports
04_167_0136_6_1,Group Activities In A Centre - 1:2 - Standard - Saturday,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$54.03,$54.03,$54.03,$54.03,$54.03,$54.03,$54.03,$54.03,$75.64,$81.05,N,Y,Y,N,N,Price Limited Supports
04_167_0136_6_1_T,Group Activities In A Centre - 1:2 - Standard - Saturday - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$54.80,$54.80,$54.80,$54.80,$54.80,$54.80,$54.80,$54.80,$76.72,$82.20,N,Y,Y,N,N,Price Limited Supports
04_168_0136_6_1,Group Activities In A Centre - 1:2 - Standard - Sunday,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$68.96,$68.96,$68.96,$68.96,$68.96,$68.96,$68.96,$68.96,$96.54,$103.44,N,Y,Y,N,N,Price Limited Supports
04_168_0136_6_1_T,Group Activities In A Centre - 1:2 - Standard - Sunday - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$69.95,$69.95,$69.95,$69.95,$69.95,$69.95,$69.95,$69.95,$97.93,$104.93,N,Y,Y,N,N,Price Limited Supports
04_169_0136_6_1,Group Activities In A Centre - 1:2 - Standard - Public Holiday,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$83.89,$83.89,$83.89,$83.89,$83.89,$83.89,$83.89,$83.89,$117.45,$125.84,N,Y,Y,N,N,Price Limited Supports
04_169_0136_6_1_T,Group Activities In A Centre - 1:2 - Standard - Public Holiday - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$85.11,$85.11,$85.11,$85.11,$85.11,$85.11,$85.11,$85.11,$119.15,$127.67,N,Y,Y,N,N,Price Limited Supports
04_170_0136_6_1,Group Activities In A Centre - 1:3 - Standard - Weekday Daytime,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$29.50,$29.50,$29.50,$29.50,$29.50,$29.50,$29.50,$29.50,$41.30,$44.25,N,Y,Y,N,N,Price Limited Supports
04_170_0136_6_1_T,Group Activities In A Centre - 1:3 - Standard - Weekday Daytime - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$29.91,$29.91,$29.91,$29.91,$29.91,$29.91,$29.91,$29.91,$41.87,$44.87,N,Y,Y,N,N,Price Limited Supports
04_171_0136_6_1,Group Activities In A Centre - 1:3 - Standard - Weekday Evening,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$32.25,$32.25,$32.25,$32.25,$32.25,$32.25,$32.25,$32.25,$45.15,$48.38,N,Y,Y,N,N,Price Limited Supports
04_171_0136_6_1_T,Group Activities In A Centre - 1:3 - Standard - Weekday Evening - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$32.70,$32.70,$32.70,$32.70,$32.70,$32.70,$32.70,$32.70,$45.78,$49.05,N,Y,Y,N,N,Price Limited Supports
04_172_0136_6_1,Group Activities In A Centre - 1:3 - Standard - Saturday,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$40.52,$40.52,$40.52,$40.52,$40.52,$40.52,$40.52,$40.52,$56.73,$60.78,N,Y,Y,N,N,Price Limited Supports
04_172_0136_6_1_T,Group Activities In A Centre - 1:3 - Standard - Saturday - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$41.09,$41.09,$41.09,$41.09,$41.09,$41.09,$41.09,$41.09,$57.53,$61.64,N,Y,Y,N,N,Price Limited Supports
04_173_0136_6_1,Group Activities In A Centre - 1:3 - Standard - Sunday,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$51.54,$51.54,$51.54,$51.54,$51.54,$51.54,$51.54,$51.54,$72.16,$77.31,N,Y,Y,N,N,Price Limited Supports
04_173_0136_6_1_T,Group Activities In A Centre - 1:3 - Standard - Sunday - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$52.27,$52.27,$52.27,$52.27,$52.27,$52.27,$52.27,$52.27,$73.18,$78.41,N,Y,Y,N,N,Price Limited Supports
04_174_0136_6_1,Group Activities In A Centre - 1:3 - Standard - Public Holiday,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$62.56,$62.56,$62.56,$62.56,$62.56,$62.56,$62.56,$62.56,$87.58,$93.84,N,Y,Y,N,N,Price Limited Supports
04_174_0136_6_1_T,Group Activities In A Centre - 1:3 - Standard - Public Holiday - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$63.46,$63.46,$63.46,$63.46,$63.46,$63.46,$63.46,$63.46,$88.84,$95.19,N,Y,Y,N,N,Price Limited Supports
04_175_0136_6_1,Group Activities In A Centre - 1:4 - Standard - Weekday Daytime,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$24.70,$24.70,$24.70,$24.70,$24.70,$24.70,$24.70,$24.70,$34.58,$37.05,N,Y,Y,N,N,Price Limited Supports
04_175_0136_6_1_T,Group Activities In A Centre - 1:4 - Standard - Weekday Daytime - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$25.03,$25.03,$25.03,$25.03,$25.03,$25.03,$25.03,$25.03,$35.04,$37.55,N,Y,Y,N,N,Price Limited Supports
04_176_0136_6_1,Group Activities In A Centre - 1:4 - Standard - Weekday Evening,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$26.96,$26.96,$26.96,$26.96,$26.96,$26.96,$26.96,$26.96,$37.74,$40.44,N,Y,Y,N,N,Price Limited Supports
04_176_0136_6_1_T,Group Activities In A Centre - 1:4 - Standard - Weekday Evening - TTP,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$27.33,$27.33,$27.33,$27.33,$27.33,$27.33,$27.33,$27.33,$38.26,$41.00,N,Y,Y,N,N,Price Limited Supports
04_177_0136_6_1,Group Activities In A Centre - 1:4 - Standard - Saturday,0136,Group And Centre Based Activities,4,"Assistance with Social, Economic and Community Participation",H,No,20230701,99991231,$33.76,$33.76,$33.76,$33.76,$33.76,$33.76,$33.76,$33.76,$47.26,$50.64,N,Y,Y,N,N,Price Limited Supports
